podcast,label,clean_text,title,release_date
CNA Deep Dive,1,global cybersecurity breach involving mobile guardian app affected students secondary schools singapore devices wiped remotely hacker vendors assessed responsible ensuring backups steven chia crispina robert chat chng chief operating officer cofounder flexxon ken soh chair sgtech cyber security chapter ceo athena dynamicssee omnystudiocomlistener privacy information,Mobile Guardian breach: Who is responsible for backups?,2024-08-15
CNA Deep Dive,1,gets singaporeans united emotionally riled hawker food prices help alleviate cost living pressures coffee shops leased housing development board hdb need offer budget meal options meals affect hawkers steven chia crispina robert speak dr teo kay key research fellow ips social lab fabian lim coowner jofa meepok jofa grill jofaoji donburisee omnystudiocomlistener privacy information,Is it sustainable for hawkers to offer budget meals?,2024-08-09
CNA Deep Dive,1,news german insurance company allianz planning buy majority stake income insurance led sharp criticism questions asked income insurance ntuc cooperative prioritising profit people moving corporations steven chia crispina robert speak professor lawrence loh director centre governance sustainability nus business school eddy cheong ceo havend pte insurance advisory firmsee omnystudiocomlistener privacy information,Income-Allianz deal: Are concerns justified?,2024-07-31
CNA Deep Dive,1,health minister ong ye kung recently said rising medical claims enabled insurance policies leading unhealthy buffet syndrome turn increases costs steven chia crispina robert sit liaw yit ming ceo foundation healthcare holdings christopher tan ceo providend break downsee omnystudiocomlistener privacy information,Are generous health insurance policies inflating medical costs?,2024-07-25
CNA Deep Dive,1,bad software update cybersecurity firm crowdstrike unleashed global chaos week flights cancelled hospital systems banking applications going offline did routine update fullblown crisis future steven chia crispina robert ask gaurav keerthi head advisory emerging business ensign infosecurity benjamin ang head digital impact research s rajaratnam school international studiessee omnystudiocomlistener privacy information,Global IT outage: Are we relying on too few big tech companies?,2024-07-22
CNA Deep Dive,1,mural young samsui woman smoking led weeks discussion artwork approval process comes public art artists balance creativity regulation steven chia crispina robert chat audrey wong programme leader lasalle college arts artist belinda lowsee omnystudiocomlistener privacy information,Smoking samsui woman mural saga: How much sway does the public have on artwork?,2024-07-18
CNA Deep Dive,1,singaporean audrey fang dead spain nominated alleged killer beneficiary central provident fund cpf savings does autonomy choice balance checks bad intentions comes cpf nominations steven chia crispina robert answers liang weirong senior deputy director nominations accounts closure cpf board javern sim family lawyer managing director populus law corporationsee omnystudiocomlistener privacy information,CPF nomination: Are there safeguards against ill intentions?,2024-07-11
CNA Deep Dive,1,taxi industry singapore undergone major shifts rise ridehailing apps passengers swapping standing line confirmed rides flat fees metered taxis relevant steven chia crispina robert questions transport economist walter theseira general secretary national taxi association ban kum cheongsee omnystudiocomlistener privacy information,Will increasing surcharges kill off demand for metered taxis?,2024-07-04
CNA Deep Dive,1,singapore reduced waste domestic recycling rates falling according latest data national environment agency arent people using blue recycling bins recycle does waste end incinerated reasons steven chia crispina robert answers professor tong yen wah national university singapore tan huileng executive director zero waste sgsee omnystudiocomlistener privacy information,Why is it so hard to get recycling right in Singapore?,2024-06-27
CNA Deep Dive,1,x twitter recently announced official policy allow consensual production distribution adult content company says safeguards impact does access pornography online young people job deal consequences steven chia crispina robert facts tham yuen han addictions specialist executive director care community services dr shobha avadhani senior lecturer communications new media national university singaporesee omnystudiocomlistener privacy information,Battling against easy access to sexual content on social media,2024-06-13
